Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
yes i strongly agree,i strongly agree,i can use canvas in available computers in jru,i have no issues when using a wired internet connection,i can easily get help , i can access my canvas anywhere it is good,i understand the lessons cleary because of having canvas too,i recognized modules very well,i can easily manage it is great,i can easily manage my courses even in the mobile app it is good,yes it has,yes with the help of canvas,yes it is fun,yes it helped me,yes she knows,yes she demonstrated,yes,yes it made it easy for me,yes i can answer,i find the course material aligned with the quiz,i had given enough time to accomplish the actvities
Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,agree,agree,yes,Strongly Agree,Strongly Agree,Strongly Agree,sometimes,yes,minsan hindi,minsan lng,hindi sumasagot prof sa canvas,minsan hindi masagutan kasi walang binibigay or mali code,minsan wala sa module yung nasa quizzes,yes
I have no issues about it,I have no issues about it,I have no issues about it,I have no issues about it,I have no issues about it,I have no issues about it,I have no issues about it,I have no issues about it,I have no issues about it,I have no issues about it,Always,I can review the module at home,I can review the lessons at home,I have no issues about it,Strongly Agree,I have no issues about it,Always,"professor dont talk with students, but it is useful in getting announcements",I have no issues about it,I have no issues about it,I have no issues about it
yes.,I can access it.,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
sometimes but there's a time that we need to access our security like verification code. What if our phone is not carrying,yes,yes,yes,yes i can easily contact.,sometimes but they have a verification code,yes but sometimes the module is not public or publish,yes i recognized it,yes i can easily manage,yes,yes it really help us,yes it help us,yes,"yes we didnt need to submit our papers in personal like we find or we go to faculty, just submit it in canvas",yes,yes,yes,yes we received,yes,yes,yes
because i can access easily,yes,Yes,yes,yes when i need help about my canvas account,Yes I can access my canvas account anywhere,Yes because it is all well Organized,Yes it is well organized,Yes it can easily manage,it is easily manage like the desktop version,Yes the course material in canvas was teached in our face to face,Yes i understand it better ,Yes because i can advance study,Yes because i can study in home,Yes she knows how to use canvas,She can demonstrated mastery of the subject matter ,Yes she always use encourages mo to use Canvas to pass may laboratory activities or quizzes,Yes it is easily to communicate with my instructor or with my classmates,Yes i can easily answer the assessment materials posted in canvas,Yes it is well organized in the dashboard,Yes it gives me enough time
I dont have problems logging in,I dont have problems  accessing my course,I dont have problems  accessing my canvas account using computer,I dont have problems  accessing my canvas account using connection in the computer laboratories,I dont have problems  getting help,I dont have problems  accessing my canvas account outside jru,I dont have problems  understanding lessons on canvas,I dont have problems  recognizing my modules,I dont have problems managing the desktop version,I dont have problems managing the mobile version,yes i notice it too,I dont have problems understanding the lesson,yes of course it makes me interested,I dont have problems  preparing ,I dont have problems with my instructor canvas mastery,I dont have problems with my instructor canvas mastery,I dont have problems with my instructor canvas mastery,I dont have problems with my canvas mastery,I dont have problems with my canvas mastery,I dont have problems with my canvas mastery,I dont have problems with time to accomplish
No because the Internet Connection is Slow,Yes ,No,NO,Yes,yes,Yes,No,No,No,No,No,No,yes,yes because they remind us we have activity,No,Yes because it will helps to pass my subject,Yes,Yes,Yes,Yes
"Yes, I can log in and log out easily.","Yes, I can access easily.",Yes I can access without having an error.,I don't have an issue about accessing my canvas account.,I can talk to the IT Office to get help.,"Yes, When I have a internet I can access it.","Yes, I'm clearly understand the lesson.",Yes the modules are well organized.,"Yes, I can easily manage my courses.",Need to improve the user interface.,Yes I can have a connection in the classroom.,yes,yes,yes,yes,yes,yes,Yes,Yes,Yes it is aligned.,Yes it given time.
yes i can access on my canvas easily,yes i have no problems in canvas mobile app,jru has alot of computers ,sometimes the internet is so slow,yes ,yes you can access jru canvas on jru app outside,yes i understand all the lessons,none,its easily to manage ,sometimes,its same ,sometimes,yeh ,yeh because the lessons is in the canvas,she knows ,she demonstrated clearly,because the lessons is in canvas,yeah,easily,yeh,yeah
i can easily login and logout my account,i can easily access my course using canvas,i can easily access my course using canvas,i have no problem with the internet connection in the laboratory,yes of course,i can access my canvas app outside jru,i can understand the lesson in canvas,yes the modules in my course are well organized,yes i can easily manage it,yes i can manage the courses through app,i have no problem with the internet connection in the laboratory,yes i understand the lesson in canvas,yes of course,it helps in my quizzes and major exams,they taught us in canvas very well,yes of course,they inspire me to use it,i have no problem with the internet connection in the laboratory,i have no problem with the internet connection in the laboratory,i have no problem with the internet connection in the laboratory,i have no problem with the internet connection in the laboratory
yes,yes,syempre,oo naman,yes ,yes at my home,yes,yes,yes ,no because my canvas app is not notify me on my phone,yes,"yes, because we can do it at my home",yes,yes,yes,minsan hindi,minsan lang,yes,yes,yes,yes
yes,yes,yes,yes,yes,yes,yes i understand because i also search it on google,yes,yes,yes,yes,yes,yes,yes,yes she was show up it to us,She always do that in the class,Yes when we have quizzes,yes,yes,yes,yes
I can easily login and log out my account anywhere.,This made my canvas experience more easier and less hassle.,"Yes, I can use my account smoothly on other computers.",My canvas account have no problems but sometimes the loading of it is slow.,"My canvas is helpful when it comes to my studies,",I can easily log in and out my account anywhere.,This is helpful when it comes to my lessons and classes.,This is well organized and user friendly.,This version is much easir and less hassle.,I can use it anytime I want.,This will help me to have connections to my professors and classmates.,This serves as my online reviewer.,Canvas is helpful when it comes to our studies and lessons.,This is helpful inside our class but sometimes the lessons inside the canvas is different when it comes to exams or quiz.,She know what she is doing and well prepared.,She mastered the subject and do well when teaching us the lessons.,We always use canvas for backup and suuport.,This is helpful because I can easily communicate my professors and classmates.,I can easily see my quizzes and I it is well organized.,Yes this help me when it comes to my exams and course.,"It provides time so I can answer and do all my activities, quizzes or exams."
"Yes, I can easily log-in and log-out",I can access it smoothly,none,I have no issues regarding using the wired internet connection,"Yes, floor away","With strong signal, I can access it anywhere",I always read the modules,I easily understand the modules,I can pick card-view thats easy for me to navigate,"Yes, I can","Yes, my prof is very good at teaching","Yes, I read modules ",Yes,"Yes, of course","Yes, I strongly agree",My instructor is very well versed in the subject matter,ALways canvas,Yes,Yes easily answer,Yes very organized,I can
yes its easily to login and logout,yes if applicable in mobile devices or compatible to open.,yes in open lab,yes i have no issue,yes in It department,yes it can access outside the campus,Yes When the professor having discussion,yes when it required,sometimes when i can manage,yes ,yes in our lecture class,yes ,yes for answering our activity and quizzes,yes ,yes they can handle our canvas,yes sometimes,yes when we have to finish all activities,sometimes ,yes when its appear in notification,yes when its open,some activities
There are no issues on logging in and out of my Canvas Account.,There are no issues on accessing my course on mobile Canvas App.,There are no issues.,There are no issues.,No helpful information provided.,There are no issues.,The grammar of the lessons on my Canvas modules is hard to understand please make the English basic and not complicated.,Its not organized and sometimes disarranged.,There are no issues.,There are no issues.,NO relation.,ON EXAM DAY THE LESSON IS NOT APPLICABLE BECAUSE THE EXAM IS DIFFERENT FROM THE LESSONS ON THE CANVAS!!!!,Its not interesting.,NO ABSOLUTELY NOT DURING EXAM THE LESSON ON CANVAS IS NOT APPLICABLE!!!!!,YES,NO OFTEN ABSENT!,NOT REALLY,NO ,THE MODULE PROVIDED IN CANVAS IS NOT APPLICABLE ON MAJOR EXAMS!!!,STRONGLY DISAGREE! COURSE MATERIALS ON CANVAS IS NOT APPLICABLE ON MAJOR EXAMS!!!,YES
"yes, i easily log in in my account.","Yes, I can access my course","Yes, I can access my canvas account fastly",i don't have issues in my account so i can easily access,"yes, but sometimes not easily ",sometimes i can't access my account outside jru,"Yes, I can easily understand","Yes, I can easily recognized",yes,"yes Yes, I can easily manage it",yes i've noticed,"Yes, I can easily understand","yes, it makes me interested","Yes, It can help me","yes, my instructor knows how to use canvas","yes, that's true","yes, that's true","yes, that's true","yes, that's true","yes, that's true","yes, that's true"
i dont have problem in canvas,i can easily access my canvas,i don't have any problems in canvas,i don't have any issues in accessing my canvas account,i get my answer reliable and connected to my questions,i don't have problems in accessing my account,i don't have problems in the lesson in the canvas,the modules are well organized,its easy for me to navigate in pc,i can easily navigate my task in mobile app,i don't have problems regarding in this topic,i don't have problems regarding in this topic,i become interested in my canvas account,i don't have problems regarding in this topic,i don't have problems regarding in this topic,i don't have problems regarding in this topic,i don't have problems regarding in this topic,i don't have problems regarding in this topic,i don't have problems regarding in this topic,i don't have problems regarding in this topic,i don't have problems regarding in this topic
yes i can easily log in my canvas because the smooth computer here in our campus,yes i can access my course in my mobile app because canvas has online app,yes i can access because i has my own online account ,i don't have issue about accessing canvas using wifi because of the smooth internet,yes because i can communicate my class mate using canvas,yes because canvas was online website so i can browse it anywhere i can,yes because of the lessons they put in modules,yes it was organized,yes i can manage,yes even in my phone i can easily manage the navigation of my course,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
I can always easily log-in and log-out to my canvas account.,"Yes, however, there's some problems like the notifications because we are not notified about the tasks in different subjects.",I don't have any problem in accessing my canvas account using the available computers in JRU.,I don't have any issues.,I did not experience it yet but I observe my classmates that they easily get help in their problems in their Canvas Account.,I can always access my canvas account outside JRU.,I clearly understand all the lessons.,I noticed that there's a problem in the modules on the last week so there's a confusion about it.,I can easily manage the navigation of the courses through the desktop version.,There's no problem about the navigation of the courses through the mobile app.,All the information that the canvas have is tackled in classroom.,It will help us to easily understand especially the unfamiliar words.,"Yes of course, since I want to read more information.",It will help me in all tasks.,My instructor is always help us.,My instructor is giving real experience about the topics.,My instructor always remind us about the usage of Canvas.,"For the communication to my instructor, I am sending a message to my instructor if I have a question, clarification or problem but there's no reply comes from my instructor.",It will easily for me the assessment materials through the help of modules.,It will help us big.,"Sometimes, there's a problem in the time because there's a time that we are taught that the deadline is friday but it is tuesday."
YES IT IS EASILY TO LOG IN AND LOG OUT IN MY CANVAS,YES I CAN ACCESS MY COURSE ON MY MOBILE,SOMETIMES THEY HAVE A PROBLEM I CAN`T SIGN IN ANY COMPUTERS IN THIS LAB,THE INTERNET CONNECTION IT IS IN GOOD CONDITION,YES IT IS EASILY,YES I CAN ACCESS,YES I CLEARLY UNDERSTAND ALL THE LESSON ,SOMETIMES I CAN`T RECOGNIZE BECAUSE OF LAG,YES IT IS EASILY,YES IT IS EASILY,YES I NOTICE THIS,I UNDERSTAND ALL OF THIS LESSON,YES I`M SO INTERESTED,YES THEY HELP ME CANVAS TO FINISH EASILY ALL MY WORKS,YES MY INSTRUCTOR IS VERYGOOD PROFESSOR,YES,YES,YES,YES,YES,YES
yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Can easily log-in  and log-out because of fast internet connection.,I can access because of compatibility of the app to my mobile device.,I can access because of laboratory during class hours but sometimes I cannot access because of capacity of laboratory during peak hours,I can access but some computers have faulty wired connection,The help button is accessible,Yes because of moderate internet speed at home,Some courses have incomplete modules or powerpoint,Some courses have modules that named or labeled incorrect,The interface of desktop version is compatible with desktop and laptop,The task in the calendar is not clickable or accessible,Some professors do not use modules on canvas instead they present their own course materials,Some modules is incoplete or have misleading content,Some modules is incoplete or have misleading content,Some quizzes have questions that answers are not in the modules,They are well-trained to use it but others are lagging behind,They can teach those subject with ease and with further explanation,"All the activities, assignments and modules are in canvas",Some professors do not reply,Some questions are not in the module,Major exams are only aligned with course materials ,The time given to us is flexible and long enough
Yes because it is easy to use,Yes because sometimes I use canvas mobile,Yes because in our laboratory there is enough computers for the students,No because the internet connection in the laboratory is slow ,Yes because they provide technical support for canvas,yes because it is in world wide web,No Because some slides are hard to understand,Yes,Yes because it is easy to use,No because it not fit on screen,Yes because my prof is relying on the modules in canvas,no it is hard to understand,No because sometimes it is hard to understand,Yes because the modules can be use to review,Yes because they can use canvas ,Yes ,yes the encourage us to read modules,Yes because of connection to each other,Yes,Yes ,Yes because the deadlines are enough
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
it defends on the internet connection,yes i can access,yes i can access,it defends on the internet connection,yes i can get help in H211,yes i can access in my personal laptop,yes,yes,yes,yes,yes,yes,yes,help me to learn and study easily,yes they are,yes they are,yes they will because we alwaysuse canvas for activities and exam,yes,yes,yes,yes they give aloted time
i dont have any problem with log in and log out,"yes, i can easily access my course",I dont have any problem with accessing my canvas account,i dont have any issues,i can get help easily,"Yes, i can access my canvas outside the school",i understand it clearly,it is well organized,can use it easily,can manage easily,it has connection,i understand it clearly,it makes me interested,it helps a lot,they know how to use it,it is well demonstrated,it encourage a lot,can communicate easily,agree,agree,yes
i don't have a problem with that.,Yes. it's good the mobile app canvas.,"it's definitely yes, i don't have a problem with that.",the mbps of the internet connection is not bad but is good,i don't have a problem in canvas,i can access but it's not automatically open because you need a code to your google account,I can understand any lessons but when it comes in exam the other question don't have in canvas,"yes, it's organized the modules","yes, it's definitely good","yes, it's definitely good","yes, it's definitely good","yes, it's definitely good","yes, it's definitely good","yes, it's definitely good","yes, it's definitely good","yes, it's definitely good","yes, it's definitely good","yes, it's definitely good","yes, it's definitely good","yes, it's definitely good",i can access canvas
It's easy the computer is so fast,It's quick it's like a thunder,Probably absolute,Nothing it's all good,Beautiful,Nice,alright,Well organized,Very good,That's right,No problem,Everytime,Yes sir,Yah,Yes,Everything,Every single time,Yes really quick,Nice,Absolute,More time
Yes I can easily log in and log out,"yes I can access, but sometimes It have an error",yes I can access canvas from jru computer ,I dont have issue accessing my canvas account,Yes I can easily get,yes i can use jru canvas outside the jru,no because some module dosen't have a great explanation,yes its organize,yes i can manage,yes i can navigate,yes it have,yes ,yes it make me interest,yes,yes ,yes,yes,yes it have,yes,yes it have ,no 
yes it make fast to log out and log in,sometimes  the internet so slow so i cant use canvas,i can go to library ,the internet is slow ,yes i can go to h201 to verified my account,yes i can access with it,yes i can read my modules,yes it is writen week by week ,yes it easy to do desktop ,yes i can easily do it,yes the lesson also in canvas and the teacher can discuss it,yes ,yes,yes,yes,yes,yes,yes,yes,yes,nope sometime i cant accomplish through canvas because of the time of work
yes,yes,verrygood,verygood,verygood,yes because its more information,verygood,verygood,verygood,because its more reliable,verygood,verygood,verygood,yhey instruct them how to use canvas,verygood,verygood,verygood,verygood,verygood,verygood,verygood
Depend on the internet connection.,Same as web base.,Agree,Some the internet connection is low.,Yes,Friendly user,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,yes its help a student a lot .,yes,yes,yes,yes
"yes, because I dont have any problem in canvas","yes, because I dont have any problem in canvas","yes, because I dont have any problem in canvas","yes, because I dont have any problem in canvas","yes, because I dont have any problem in canvas","yes, because I dont have any problem in canvas","yes, because I dont have any problem in canvas","yes, because I dont have any problem in canvas","yes, because I dont have any problem in canvas","yes, because I dont have any problem in canvas","yes, because I dont have any problem in canvas","yes, because I dont have any problem in canvas","yes, because I dont have any problem in canvas","yes, because I dont have any problem in canvas","yes, because I dont have any problem in canvas","yes, because I dont have any problem in canvas","yes, because I dont have any problem in canvas","yes, because I dont have any problem in canvas","yes, because I dont have any problem in canvas","yes, because I dont have any problem in canvas","yes, because I dont have any problem in canvas"
yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes beacause its flexible,yes ,because I can read the modules before the face to face discussion,yes so they can access some modules on canvas,well demontrated,Yes to know how to take the quizes,so we can communicate easily,because it can notify me,by dates,because there are dues
I can easily log-in and log-out my Canvas using my JRU account,By using mobile Canvas app I can easily check update about my subject course just using my mobile phone.,I can access my Canvas account using the open lab to review in advance for my subjects.,Computer laboratories in JRU are well-maintained and have a good connection,I can easily get help in the IT department when I lost my password.,Even when I'm not in JRU I can still access my Canvas account.,Lessons on my Canvas modules are easy to understand,I can easily access the lectures in my course in Canvas,I can easily use the Dashboards navigation through desktop version,I can easily use the Dashboards navigation through mobile app,The course materials on Canvas is related on what we're taught in our discussion,Canvas course materials makes me more interested in the lecture because I can study in advance and can participate in the discussion,Canvas course materials makes me more interested in the lecture because I can study in advance and can participate in the discussion,The modules and lectures help me very much to prepare for a discussion or quizzes and exams,My instructor knows how to use Canvas.,My professor taught me very well in line with the subject matter in Canvas,Lectures and quizzes encourage me to use Canvas,Canvas has made it easy for me to communicate with my professor and receive announcements ,I can answer the assessment materials ,Every lectures and modules in Canvas are  the taught on lecture day.,Time given is enough to finish an activity
i have no problem in my canvas,i have no problem in mobile canvas,i have no problem in my canvas ,i have no problem in my canvas ,i have no problem in my canvas ,i have no problem in my canvas ,i have no problem in my canvas ,i have no problem in my canvas ,i have no problem in my canvas ,i have no problem in my canvas ,i have no problem in my canvas ,i have no problem in my canvas ,i have no problem in my canvas ,i have no problem in my canvas ,My instructor knows how to use Canvas,My instructor demonstrated mastery of the subject matter,My instructor encourages me to use Canvas,Canvas has made it easy for me to communicate with my instructor,I can answer the assessment materials,I find the course materials on Canvas aligned ,I have been give enough time to accomplish the activities on Canvas
I can easily log-in,I can access my course using my mobile canvas,I can access my canvas account using the available computers in jru,I have no issues accessing my Canvas account,I can easily get help when I have problems,I can access my Canvas account outside jru,I can clearly understand the lessons on my Canvas modules,I recognize that the modules in my course are well organized,I can easily manage the navigation of the courses through the desktop version. ,I can easily manage the navigation of the courses through the mobile app.,I notice that course materials on Canvas have connection with the face to face (classroom) lesson content.,I understand the lessons better with the help of course materials ,Canvas course materials make me interested.,"The course materials on Canvas helped me prepare for: Face to face discussions, quizzes, major exams, assignments, forums.",My instructor knows how to use Canvas.,My instructor demonstrated mastery of the subject matter. ,My instructor encourages me to use Canvas,"Canvas has made it easy for me to: communicate with my instructor, receive class announcements, share ideas on group discussions.",I can answer the assessment materials,"I find the course materials on Canvas aligned with the: quizzes, major exams, assignments, forums.",I have been give enough time to accomplish the activities on Canvas. 
"I cannot open my account in other browser, need security","I really agree, because anywhere I can access my course using mobile canvas app",there are lot of computer so I can easily access my canvas account anywhere,Proper wiring in computer laboraties,Easy to access the person the are assisting student that have problem in canvas,Using my mobile devices i access my canvas account.,every module have clear explaination,The order every module is well organized,The bootsrap of canvas is strechable.,It fit to any mobile devices.,Blended learning implemented in canvas and classrom,Lot of help by the use of canvas,Material in canvas make my interest rate higher,Through advance reading it help me to out activity,My prof use canvas in classrom very well,The prof never disappoint us.,Half on canvas and half in classroom,sharing ideas through canvas is good,Just need connection to answer assessment material,very well organized in canvas ,the time given to us is enought to accomplish every activity
I have no problem in logging-in/logging-out in my canvas account,"I do have some problem, because sometimes I'm unable to take the quiz in the canvas app. I answer it using the browser.",I have no problem in accessing my canvas account using the computers in JRU,It causes me no problem.,I have no problem in seeking help with problems in my canvas account.,It is easy to access outside JRU when you have stable internet.,I have no problem in my canvas modules,It is easily to understand.,I have no problem about it. ,I have no problem about it.,I have no problem about it.,I have no problem about it.,I have no problem about it.,I have no problem about it.,I have no problem about it.,I have no problem about it.,I have no problem about it.,I have no problem about it.,I have no problem about it.,I have no problem about it.,I have no problem about it.
I can easily login and logout my canvas account ,i can access my course using the mobile Canvas app,I can access my Canvas account using the available computers in JRU,i have no issues accessing my Canvas account using the wired internet connection in the computer laboratories.,i can easily get help from the ITBL when i have problems with my Canvas account,I can use my canvas through mobile or computer outside JRU,I can clearly understand the lessons on my Canvas modules.,I do recognize that the modules in my course are well organized.,I can easily manage the navigation of the courses through the desktop version.,I can easily manage the navigation of the courses through the mobile app but sometimes i encounter problems because of bad connection or in the canvas itself.,I do notice that it's connected from what is being teach face to face in classroom and online.,I do understand the lesson better with the help of course materials in Canvas.,Canvas course materials make me interested as i can access it even outside jru.,"The course materials on Canvas helped me prepare for: Face to face discussions, quizzes, major exams, assignments, forums, etc.",My instructor knows how to use Canvas.,My instructor demonstrated mastery of the subject matter.,My instructor encourages me to use Canvas. ,"Canvas has made it easy for me to: communicate with my instructor, receive class announcements, share ideas on group discussions.","I can answer the assessment materials (quiz, exam) posted in Canvas.","I find the course materials on Canvas aligned with the: quizzes, major exams, assignments, forums, etc.",I have been give enough time to accomplish the activities on Canvas.
I CANNOT EASILY LOGOUT MY CANVAS ACC BECAUSE IT NEEDS TO LOGOUT ALSO MY GMAIL ACCOUNT TO ENSURE THAT IS WAS TOTALLY LOG OUT,YES I CAN ACCESS MY COURSE USING MY MOBILE CANVAS APPLICATION,no sometimes the available computer in jru doesnt have strong connection in internet.,yes I have no issues accessing my Canvas account using the wired internet connection in the computer laboratories.,I can easily get help when I have problems with my Canvas account because of H211.,yes I can access my Canvas account outside JRU.,yes I can clearly understand the lessons on my Canvas modules.,yes I recognize that the modules in my course are well organized.,yes I can easily manage the navigation of the courses through the desktop version.,yes I can easily manage the navigation of the courses through the mobile app.,yes I notice that course materials on Canvas have connection with the face to face. ,I understand the lessons better with the help of course materials in Canvas.,yes Canvas course materials make me interested. ,"yes The course materials on Canvas helped me prepare for: Face to face discussions, quizzes, major exams, assignments, forums, etc.",yes My instructor knows how to use Canvas. ,yes My instructor demonstrated mastery of the subject matter.,yes My instructor encourages me to use Canvas. ,"yes Canvas has made it easy for me to: communicate with my instructor, receive class announcements, share ideas on group discussions","yes I can answer the assessment materials (quiz, exam) posted in Canvas.","yes I find the course materials on Canvas aligned with the: quizzes, major exams, assignments, forums, etc.)",yes I have been give enough time to accomplish the activities on Canvas.
I have no problem in login and log out.,I have no problem using my canvas mobile app,I can access my canvas account through multiple computers.,I have no issues accessing my Canvas,I can easily get help when I have problems in my canvas account,I can access my canvas account anywhere,I can clearly understand the lessons in my canvas,The modules in my courses are organized.,I can easily manage the courses using the desktop version.,I can easily manage the navigation through my mobile app,Canvas modules have connection in the face to face discussion.,I can understand easily the lesson with the help of canvas,Canvas course materials make me more interested.,It helps me prepare for my learning,My instructor knows how to use canvas.,My instructor demonstrated the subject matter,My instructor encourages me to use canvas ,The canvas made my communication easy,I can answer the assessment posted in canvas,I find the course materials in canvas are aligned with the activities,I have given enough time to finish my activities on canvas
I have no problem when log-in and log-out in my canvas account,I can access my course using mobile canvas app with no problems,Some computer takes a while to load,Sometimes it takes times to load,The people in IT office is always there to help,I have no problem accessing my canvas account outside the campus,I can clearly understand all lessons in module,"Yes, it's all organized",I have no problems with that,It's all working,"Yes, it's have a connection",Yes,it's easy to access,I have no problems with that,"Yes, she know's how to use canvas","Yes, she demonstrated properly","Yes, because some forum need to answer",I have no problems with that,Yes,"yes, i have no problems with that",sometimes no extension to finish the activies
i have no problem log-in and log out my canvas account,"i don't use mobile apps, i use browser.",its depends on day in regular day i can use easily but if exam day its hard to access in availabe computer in jru,I have no issues accessing my Canvas account using the wired internet connection in the computer laboratories.,"yes i can easily get help but sa processing to fix the problem is too slow
",In our house i always access my canvas acccount,some of the lecture cant understand clearly,I recognize that the modules in my course are well organized.,I can easily manage the navigation of the courses through the desktop version,I can easily manage the navigation of the courses through the mobile app,I dont notice that course materials on Canvas have connection with the face to face,I understand the lessons better with the help of course materials in Canvas.,Canvas course materials make me interested. (Please write your views about this relating to your answer above,"The course materials on Canvas helped me prepare for: Face to face discussions, quizzes, major exams, assignments, forums, etc.",My instructor knows how to use Canvas ,My instructor demonstrated mastery of the subject matter,My instructor encourages me to use Canvas,"Canvas has made it easy for me to: communicate with my instructor, receive class announcements, share ideas on group discussions ","I can answer the assessment materials (quiz, exam) posted in Canvas","I find the course materials on Canvas aligned with the: quizzes, major exams, assignments, forums, etc.)",I have been give enough time to accomplish the activities on Canvas.
Yes i can easy log in my canvas,Yes i can easy access the canvas in my mobile phone,yes i can when it have an available computer in school,yes i don't have any issue of it by accessing my canvas,i can easily get help in IT dept when i have my problem in my acc,yes i can use the canvas outside in jru,i don't because i need my prof to understand to ,yes i can recognize it,yes i can easily use the computer ,yes i can manage it the course,being student it hard when it comes in  canvas it much better by doing face to face,i undersdatand the lesson by using the canvas,this course gave me interested ,"yes much better by doing the canvas, i like face to face when it comes in teaching but in quizes much better in canvas",yes very know it,my prof good at teaching by using the canvas,my instructor always say to us to check our canvas,i can easily message my prof,i can easily access it,i find it very usefully,i have been hard to finish when it comes due date
It has verification code when logging in to Google Chrome,I can use it anywhere.,Lack of computers in laboratory.,I never try it.,Slow actions of faculty in charge.,It is not available in google chrome.,It helps me when it comes to reading modules.,There are organized chart.,I usually used desktop through firefox.,It is downloadable through mobile phone.,There is a time that i can't understand more when face to face.,I cant understand what is all about.,To have knowledge from it.,"there are time that lesson is not well discussed then there's have surprice quiz, assignmen and exams.",She never thought well.,Not discussed well.,She never thought what is module all about.,Lack of giving examples.,There's a time that we didn't know the access code because of absences,There is an surprise quizzes and assignment.,Sunday is the due.
I can log-in and log-out easily.,I can access my course using the mobile app.,Some computers take a while to boot.,There are no issues regarding wired internet connection in computer laboratories.,The people in the IT office are approachable.,I can without any problem.,I have no problem with modules in canvas except when the teacher doesn't post it.,I have no problem with module organization.,It is more easy using desktop version.,I can but I usually use desktop version.,The teacher should explain it well.,It is the only material where I could learn the course myself.,Not really but it is important.,It is where the learning is.,The access codes could have had been announced in canvas instead of waiting till lecture day. Some cases there are no classes due to weather.,She explains the modules.,Canvas is where the grades is.,But we don't do that.,There is the need to know the access codes.,It is where the grade is.,Time is extended when needed.
i have no problem in loging-in my account,i can a access my course using mobile canvas app. on my mobile phone,i can always access my canvas account when there is available computers in jru,i have no problem on accessing my canvas account using the wired internet connection in the computer laboratories,i can always get help when i have problems with my canvas account,i have no problem on accessing my account outside jru,i have no issue on understanding the lesson on my canvas module,my modules in my course are well organized,i have no problem on managing the navigation of the course through the desktop version,i have no problem on managing the navigation of the course through the desktop version,yes the course materials on my canvas have connection on the face to face lesson content,yes i can understand the lesson better with the help of course materials in canvas ,yes canvas course materials make me interested,"yes course materials on Canvas helped me prepare for face to face discussions, quizzes, major exams, assignments, forums, etc",yes my instructor knows how to use canvas,yes  my instructor demonstrated mastery of the subject matter,yes instructor encourages me to use canvas,"yes canvas has made it easy for me to communicate with my instructor, receive class announcements, share ideas on group discussions","yes i can answer the assessment materials quiz, exam posted in Canvas","yes i find the course materials on canvas aligned with the: quizzes, major exams, assignments, forums, etc.",yes i have been give enough time to accomplish the activities on canvas
"Yes, i have no problem in loging in and loging out my canvas account.",i can access my canvas account through my phone.,i can access my canvas account in computer laboratory only when my prof is around.,sometimes there's a times that the wifi isn't good enough to open my canvas because it is too slow specially in the (AM) Morning.,my answer is Strong Disagree because i have no problem althrough out in using my canvas account.,yes i can access my account outside the school ,yes i understand what is the lesson on the canvas with the help of my prof in lecture days,the modules in the canvas is well organized,yes i can easily navigate the courses in desktop,yes i can easily manage the navigation courses through the mobile app,yes i noticed the face to face. ,i understand the lessons better with the help of course materials in Canvas,yes the Canvas course materials make me interested,yes i will helped this for my face to face discussion also in quizzes prelim midterm finals ,she knows how to use canvas ,yes i know that the subject shes teach is her mastery subject,yes because it will help this to answer my quizzes and assignments,i can communicate with the help of canvas recieve a anoucement and sahre my ideas in face to face,"I can answer the assessment materials quiz, exam", Canvas aligned with the quizzes prelim midterm etc.,i have been give enough time to accomplish the activities on Canvas
I have no problem to log-in and log-out my canvas,i can access easy using my phone,i have no problem ,need to upgrade the internet connection,i never try,i have no problem using outside,i have no problem for that,i have no problem,i cannot incounter for that problem,i have no problem using my mobile app,thier i times some classroom they have no connection,sometimes i cannot understand,i have no problem,their have no problem,thier have no problem,sometimes i cannot understand my instructor,i have no problem,yes their have no problem,i can access easly in my canvas,i have no problem,i have no problem
